id,x,y,z,tonn,blockvalue,destination,Au (oz/ton),Ag (oz/ton),Cu %
40721,26,46,4,34070.39,85114,1,0.02124999948635751,1.0740000000000003,0.06012499974317876
40491,26,46,6,34070.4,90491,1,0.01975,1.074,0.08987500000000001
40139,26,46,8,34070.4,37255,1,0.01775,1.074,0.06737499999999999
39650,26,46,10,34070.4,81368,1,0.020624999999999998,1.074,0.0645
38989,26,46,12,34850.39,40463,1,0.020226498469601062,0.9314865302798621,0.059582811842277796
38158,26,46,14,35318.4,10377,1,0.01975,0.849,0.043625
37139,26,46,16,35318.4,176039,1,0.029750000000000002,0.849,0.052000000000000005
35942,26,46,18,35318.39,172067,1,0.03050000184040099,0.849,0.03337500123873144
34521,26,46,20,34320,-41202,2,0.014249999999999999,0.9609999999999999,0.013125000000000001
32875,26,46,22,34319.97,-65716,2,0.007750000655594979,0.9609999999999997,0.006999999999999999
31023,26,46,24,25739.979999999996,-48818,2,0.00816666757316828,0.9610000000000001,0.00499999922299862
40946,26,48,0,12776.400000000001,323,1,0.016666666666666663,1.074,0.053
40884,26,48,2,34054.799999999996,-48941,1,0.012504809894640406,1.090992212551535,0.03887814933577646
40737,26,48,4,34070.4,139326,1,0.025,1.074,0.055
40511,26,48,6,34070.4,143699,1,0.024625,1.074,0.064375
40161,26,48,8,34070.38,38688,1,0.01824999721165423,1.074,0.06100000146755043
39676,26,48,10,34070.37,128879,1,0.022624999376290894,1.074,0.08187500986927937
39019,26,48,12,35006.37,113325,1,0.02435606119686217,0.9037459719473911,0.07578787746344451
38191,26,48,14,35318.4,-39508,1,0.017375,0.849,0.042624999999999996
37175,26,48,16,35318.39,109087,1,0.026000000849415845,0.849,0.0493750023712859
35980,26,48,18,35318.38,217001,1,0.033375005875127914,0.8490000000000001,0.03212500516728117
34563,26,48,20,34319.99,52980,1,0.02087499384469518,0.961,0.015249998324591585
32919,26,48,22,34319.97,-65716,2,0.008375001201924127,0.9609999999999997,0.011875002804489629
31071,26,48,24,17159.98,-32602,2,0.006999999999999999,0.9610000000000001,0.009500000582751262
40893,26,50,2,25490.4,-39918,2,0.007012239902080784,1.1023194614443084,0.02750856793145655
40753,26,50,4,34070.39,262810,1,0.03337499746847629,1.074,0.04974999669801256
40530,26,50,6,34070.4,247901,1,0.03175,1.074,0.060375000000000005
40183,26,50,8,34070.37,96180,1,0.02137499827562777,1.074,0.0745000054299381
39702,26,50,10,34070.38,189564,1,0.02562500124741785,1.074,0.09550000469616132
39048,26,50,12,34694.4,239989,1,0.030618255395683455,0.959476618705036,0.08703282374100718
38223,26,50,14,35318.39,30602,1,0.020874999398330447,0.849,0.05337499557595915
37209,26,50,16,35318.38,107601,1,0.025250001274124127,0.8490000000000001,0.05425000240667891
36018,26,50,18,35193.6,292506,1,0.03752304964539008,0.8626524822695035,0.03406028368794326
34603,26,50,20,34319.99,138048,1,0.027000001165501507,0.961,0.01775000109265766
32963,26,50,22,34319.99,-59782,2,0.010750001092657661,0.961,0.019750001092657662
31119,26,50,24,17160,-32604,2,0.0085,0.9609999999999999,0.01225
40767,26,52,4,17035.2,135026,1,0.034,1.074,0.046
40547,26,52,6,34070.4,237231,1,0.03025,1.074,0.07200000000000001
40204,26,52,8,34070.37,106962,1,0.022124998642515475,1.0739999999999998,0.06899999002065431
39726,26,52,10,34070.39,205852,1,0.027375000990596237,1.074,0.08124999772529753
39076,26,52,12,34070.4,298968,1,0.0335,1.074,0.07750000000000001
38255,26,52,14,35162.39,155803,1,0.027874446816612865,0.8762515605452302,0.0593944103344511
37242,26,52,16,35318.36,102721,1,0.025500001981971984,0.849,0.0464999968854726
36054,26,52,18,35068.79,229638,1,0.03404982521495609,0.8764021430451406,0.028578293975925605
34643,26,52,20,34164,207326,1,0.032605022831050226,0.961,0.018465753424657536
33007,26,52,22,34320,-53039,2,0.012375,0.9609999999999999,0.017125
31164,26,52,24,17160,-32604,2,0.00925,0.9609999999999999,0.011999999999999997
40559,26,54,6,17035.2,102364,1,0.02725,1.074,0.08650000000000001
40220,26,54,8,29811.58,86840,1,0.020571426606707865,1.074,0.0844285616528879
39745,26,54,10,34070.4,276182,1,0.030875,1.074,0.09612499999999999
39100,26,54,12,34070.4,285044,1,0.032875,1.074,0.07400000000000001
38283,26,54,14,35053.2,205460,1,0.032244325767690256,0.8490000000000001,0.0485692033822875
37274,26,54,16,35318.39,91656,1,0.025875000530884904,0.849,0.029750002760601486
36089,26,54,18,34819.19,74195,1,0.024314516506558595,0.9041971484689907,0.021053762594707114
34682,26,54,20,34320,85538,1,0.0245,0.9609999999999999,0.016
33049,26,54,22,34319.99,-62488,2,0.010875001129079583,0.961,0.010125000036421921
31208,26,54,24,25427.989999999998,-48228,2,0.008849693978957834,0.961,0.006819017940466392
39451,27,56,11,4258.8,39101,1,0.033,1.074,0.1
39118,26,56,12,17035.2,125299,1,0.030750000000000006,1.074,0.073
38305,26,56,14,35318.39,96365,1,0.025875000530884904,0.849,0.034375003503840346
37301,26,56,16,35318.38,5979,1,0.021249998442737186,0.8490000000000001,0.02237499851352186
36121,26,56,18,34444.8,-60064,2,0.014875452898550722,0.9466449275362316,0.016131793478260867
34718,26,56,20,34164,-17290,1,0.017757990867579912,0.9609999999999997,0.014232876712328766
33088,26,56,22,33852,-61553,2,0.01152073732718894,0.9609999999999999,0.008741935483870967
31251,26,56,24,34164,-64741,2,0.011009132420091326,0.9609999999999997,0.008125570776255708
29236,26,56,26,34164,-64056,2,0.003013698630136986,0.9609999999999997,0.007874429223744293
27142,26,56,28,22698,-42117,2,0.0015120274914089348,0.9185670103092782,0.01240893470790378
25020,26,56,30,9141.6,-16777,2,0.0,0.97630204778157,0.0043003412969283275
37319,26,58,16,17659.2,-21527,2,0.01775,0.849,0.020499999999999997
36146,26,58,18,30030,-58684,2,0.01242857142857143,0.9609999999999999,0.015428571428571429
34747,26,58,20,34320,-53568,2,0.014374999999999999,0.9609999999999999,0.013250000000000001
33121,26,58,22,34320,-62073,2,0.01325,0.9609999999999999,0.009375
31288,26,58,24,34320,-65036,2,0.012875,0.9609999999999999,0.008124999999999999
29264,26,58,26,34320,-64348,2,0.013624999999999998,0.9609999999999999,0.008000000000000002
27170,26,58,28,36816,-68276,2,0.004544491525423729,0.9086779661016949,0.01011864406779661
25034,26,58,30,36566.4,-67108,2,0.0,0.97630204778157,0.005106655290102389
22915,26,58,32,25365.6,-46035,2,0.0,1.1080000000000003,0.0
20793,26,58,34,8455.2,-15176,2,0.0,1.108,0.0
34768,26,60,20,8580,-16601,2,0.014499999999999999,0.9609999999999999,0.0105
33147,26,60,22,21450,-36582,2,0.015,0.9609999999999999,0.008000000000000002
31321,26,60,24,34320,-62151,2,0.014124999999999999,0.9609999999999999,0.008
29297,26,60,26,34320,-59728,2,0.00975,0.9609999999999999,0.007750000000000001
27200,26,60,28,36816,-68276,2,0.0013983050847457628,0.9086779661016949,0.013038135593220338
25063,26,60,30,35193.6,-64582,2,0.0,1.0395824468085109,0.004468085106382979
22945,26,60,32,33820.799999999996,-61380,2,0.0,1.1080000000000003,0.0
20808,26,60,34,33820.799999999996,-60704,2,0.0,1.1080000000000003,0.0
18651,26,60,36,16910.4,-30057,2,0.00175,1.0467500000000003,0.0
30320,27,62,25,4290,-7531,2,0.016,0.961,0.008
29325,26,62,26,17160,2522,1,0.02,0.9609999999999999,0.008
27235,26,62,28,35568,-47516,2,0.008684210526315789,0.9339210526315789,0.013750000000000002
25100,26,62,30,35193.6,-64582,2,0.0,1.0395824468085109,0.005026595744680851
22980,26,62,32,33820.799999999996,-61380,2,0.0,1.1080000000000003,0.0
20840,26,62,34,33820.799999999996,-60704,2,0.0,1.1080000000000003,0.0
18677,26,62,36,33820.799999999996,-60028,2,0.0028750000000000004,1.0467500000000005,0.0
16572,26,62,38,8455.2,14810,2,0.023,0.863,0.0
24071,26,64,30,13369.2,-24513,2,0.0,1.0179474912485416,0.0058809801633605595
23016,26,64,32,29593.199999999997,-53686,2,0.0,1.1080000000000003,0.0
20882,26,64,34,33820.799999999996,-60704,2,0.0,1.1080000000000003,0.0
18710,26,64,36,33820.799999999996,-60028,2,0.0,1.1080000000000003,0.0
16593,26,64,38,8455.2,-14880,2,0.0,1.108,0.0
19830,27,66,35,4227.6,-7567,2,0,1.108,0
18744,26,66,36,16910.4,-30014,2,0.0,1.108,0.0
16606,26,66,38,8455.2,-14880,2,0.0,1.108,0.0
6611,28,0,46,6240,-8174,1,0.0,1.108,0.0
5933,29,1,48,3120,-4087,1,0,1.108,0
6617,28,2,46,12480,-16348,1,0.0,1.108,0.0
5938,28,2,48,24960,-32696,1,0.0,1.108,0.0
4698,28,2,50,12480,-16348,1,0.0,1.108,0.0
8242,28,4,44,15600,-20435,1,0.0,1.108,0.0
7367,28,4,46,24960,-32696,1,0.0,1.108,0.0
5959,28,4,48,24960,-32696,1,0.0,1.108,0.0
4713,28,4,50,24960,-32696,1,0.0,1.108,0.0
3622,28,4,52,9360,-12261,1,0.0,1.108,0.0
9249,28,6,44,24960,-35783,1,0.0,1.108,0.0
7396,28,6,46,24960,-32696,1,0.0,1.108,0.0
5992,28,6,48,24960,-32696,1,0.0,1.108,0.0
4748,28,6,50,24960,-32696,1,0.0,1.108,0.0
3646,28,6,52,12480,-16348,1,0.0,1.108,0.0
12385,28,9,41,3120,-5116,2,0,1.108,0
10291,28,8,42,18720,-30696,2,0.0,1.108,0.0
9283,28,8,44,24960,-38870,2,0.0,1.108,0.0
7444,28,8,46,24960,-32696,1,0.0,1.108,0.0
6044,28,8,48,24960,-32696,1,0.0,1.108,0.0
4798,28,8,50,24960,-32696,1,0.0,1.108,0.0
3698,28,8,52,12480,-16348,1,0.0,1.108,0.0
17684,28,10,36,18938.4,253933,1,0.03472158154859967,1.0459999999999998,0.29986738056013174
14473,28,10,38,19188,139663,2,0.02074390243902439,1.0762439024390245,0.14853658536585365
13423,28,10,40,24960,-40928,2,0.0,1.108,0.0
11369,28,10,42,24960,-40928,2,0.0,1.108,0.0
9347,28,10,44,24960,-38870,2,0.0,1.108,0.0
7509,28,10,46,24960,-32696,1,0.0,1.108,0.0
6112,28,10,48,24960,-32696,1,0.0,1.108,0.0
4868,28,10,50,24960,-32696,1,0.0,1.108,0.0
3757,28,10,52,12480,-16348,1,0.0,1.108,0.0
18786,28,12,34,19656,195733,1,0.02675,1.046,0.299
17698,28,12,36,39312,537369,1,0.035625000000000004,1.0460000000000003,0.28250000000000003
15567,28,12,38,39312,538550,1,0.037375,1.0460000000000003,0.26199999999999996
13464,28,12,40,33633.6,123918,1,0.022753710575139148,1.0336317254174399,0.07588682745825603
11440,28,12,42,28470,-47762,2,0.00730958904109589,1.0333013698630136,0.04715068493150684
9430,28,12,44,24960,-34754,1,0.0,1.108,0.0
7585,28,12,46,24960,-32696,1,0.0,1.108,0.0
6188,28,12,48,24960,-32696,1,0.0,1.108,0.0
4939,28,12,50,24960,-32696,1,0.0,1.108,0.0
3818,28,12,52,18720,-24522,1,0.0,1.108,0.0
23049,28,15,31,4290,-7850,2,0.013,0.824,0.068
22001,28,14,32,19032,12470,1,0.014098360655737704,0.9959590163934424,0.13393032786885245
19878,28,14,34,34398,141851,1,0.016142857142857143,1.046,0.23742857142857143
17739,28,14,36,39312,274484,1,0.026625,1.0460000000000003,0.17012500000000003
15621,28,14,38,39312,421472,1,0.03425,1.0460000000000003,0.18587499999999998
13538,28,14,40,35880,139039,1,0.021991304347826087,1.013895652173913,0.13620000000000002
11527,28,14,42,32292,-52226,2,0.0117512077294686,0.9749999999999998,0.08231642512077296
9521,28,14,44,30185.98,-48401,2,0.007410850997714834,1.0024935582677785,0.05197156792656724
7666,28,14,46,24960,-32696,1,0.0,1.108,0.0
6267,28,14,48,24960,-32696,1,0.0,1.108,0.0
5005,28,14,50,24960,-32696,1,0.0,1.108,0.0
3876,28,14,52,18720,-24522,1,0.0,1.108,0.0
27260,28,16,26,8580,-6715,2,0.0195,0.824,0.051000000000000004
26200,28,16,28,30029.97,-7888,1,0.01971428176584925,0.8239999999999998,0.0634285655297025
24104,28,16,30,34320,-53202,2,0.012749999999999997,0.824,0.076
22020,28,16,32,38688,55652,1,0.015826612903225807,1.021383064516129,0.14237701612903228
19917,28,16,34,39312,84244,1,0.015875,1.0460000000000003,0.16324999999999998
17788,28,16,36,39312,151487,1,0.023499999999999997,1.0460000000000003,0.104625
15689,28,16,38,39312,338332,1,0.032375,1.0460000000000003,0.12937499999999996
13622,28,16,40,35256.0,64110,1,0.024587610619469027,1.0131389380530973,0.1609991150442478
11615,28,16,42,32214,-36519,1,0.012748184019370461,0.9749999999999999,0.09464891041162228
9613,28,16,44,30108,-45570,2,0.010041450777202072,1.0025647668393782,0.05879533678756477
7761,28,16,46,24960,-32696,1,0.0,1.108,0.0
6346,28,16,48,24960,-32696,1,0.0,1.108,0.0
5060,28,16,50,24960,-32696,1,0.0,1.108,0.0
3917,28,16,52,12480,-16348,1,0.0,1.108,0.0
27264,28,18,26,21450,-1497,1,0.0214,0.824,0.045399999999999996
26215,28,18,28,34319.979999999996,-20308,2,0.018874997304776986,0.824,0.051625003277973945
24138,28,18,30,34320,-42172,2,0.014875,0.824,0.07112500000000001
22067,28,18,32,37440,-8139,1,0.015345833333333333,0.9696874999999999,0.08974583333333333
19970,28,18,34,39312,26558,1,0.014750000000000003,1.0460000000000003,0.125
17847,28,18,36,39312,95736,1,0.021374999999999998,1.0460000000000003,0.084375
15758,28,18,38,39312,177063,1,0.026374999999999996,1.0460000000000003,0.075375
13706,28,18,40,38547.6,177285,1,0.024019830028328616,1.0383569405099151,0.12020113314447593
11704,28,18,42,33586.8,-5468,1,0.014346493265211332,0.9853878309335808,0.1258151416627961
9706,28,18,44,31980,-45672,1,0.01262439024390244,0.9749999999999999,0.0873439024390244
7854,28,18,46,26676,-37568,1,0.003728070175438597,1.0683333333333334,0.020877192982456143
6416,28,18,48,24960,-32696,1,0.0,1.108,0.0
5103,28,18,50,15600,-20435,1,0.0,1.108,0.0
3947,29,18,52,3120,-4087,1,0,1.108,0
32288,28,20,22,17659.2,-24058,1,0.01575,0.874,0.07125000000000001
30337,28,20,24,34444.8,-65273,2,0.012999999999999998,0.8304085144927535,0.06623822463768114
28329,28,20,26,34319.99,-13820,1,0.020499999271561563,0.8239999999999998,0.053375004771271786
26254,28,20,28,34320,-38749,2,0.018125,0.824,0.055249999999999994
24187,28,20,30,34320,-62972,2,0.012875,0.824,0.051875
22128,28,20,32,36816,-39921,1,0.015050847457627118,0.9425254237288134,0.06172457627118644
20037,28,20,34,39312,8763,1,0.015375000000000002,1.0460000000000003,0.097875
17919,28,20,36,39312,180965,1,0.026499999999999996,1.0460000000000003,0.08487499999999999
15836,28,20,38,39312,137806,1,0.025625,1.0460000000000003,0.052625000000000005
13790,28,20,40,39312,49334,1,0.020125,1.0460000000000003,0.05325
11788,28,20,42,37783.2,-3764,1,0.015901734104046245,1.030404624277457,0.07241907514450868
9788,28,20,44,33493.2,-55678,2,0.012002794597112253,0.9854168607359105,0.0655780158360503
7926,28,20,46,15989.99,-26220,2,0.010756098033832416,0.975,0.06975609865922368
6455,28,20,48,3120,-4087,1,0,1.108,0
32301,28,22,22,35318.4,-52432,1,0.015375,0.8739999999999998,0.070625
30366,28,22,24,34569.6,-65510,2,0.012875902527075813,0.8367707581227437,0.062386732851985566
28380,28,22,26,34319.979999999996,-18101,1,0.018874997304776986,0.824,0.06500000641026016
26310,28,22,28,34320,-34564,1,0.018875,0.824,0.05525
24249,28,22,30,34320,-62972,2,0.01125,0.824,0.03925000000000001
22196,28,22,32,36816,-42182,2,0.014669491525423729,0.9425254237288134,0.04005084745762712
20109,28,22,34,39312,-22680,1,0.016124999999999997,1.0460000000000003,0.05675
17995,28,22,36,39312,253922,1,0.032125,1.0460000000000003,0.06962499999999999
15916,28,22,38,39312,236091,1,0.0325,1.0460000000000003,0.04050000000000001
13873,28,22,40,34398,30076,1,0.019,1.046,0.05071428571428571
11859,28,22,42,24570,-39904,2,0.012400000000000003,1.046,0.042
9860,28,22,44,8299.2,-13859,2,0.011999999999999999,0.975,0.048999999999999995
36774,28,24,16,12776.400000000001,-14829,1,0.013999999999999999,1.003,0.08233333333333333
34785,28,24,18,21606.0,1820,1,0.01763465703971119,0.950282310469314,0.08002888086642601
34019,28,24,20,35318.4,14802,1,0.019625,0.8739999999999998,0.086625
32336,28,24,22,35318.4,-51532,2,0.014,0.8739999999999998,0.08
30417,28,24,24,34569.6,-65510,2,0.011003610108303249,0.8367707581227437,0.06169990974729243
28439,28,24,26,34320,-56516,2,0.013375000000000001,0.824,0.05799999999999999
26373,28,24,28,34320,-55258,2,0.013624999999999998,0.824,0.048749999999999995
24316,28,24,30,34320,-62972,2,0.010249999999999999,0.824,0.033124999999999995
22267,28,24,32,36192,-65080,2,0.01125646551724138,0.914426724137931,0.03503663793103448
20184,28,24,34,39312,-46229,1,0.0145,1.0460000000000003,0.048874999999999995
18073,28,24,36,29484,198056,1,0.031166666666666665,1.046,0.09766666666666668
15995,28,24,38,9828,88797,1,0.0385,1.046,0.0625
37336,28,26,14,25552.8,-29085,1,0.013333333333333334,1.003,0.09183333333333332
36783,28,26,16,34070.4,-44752,1,0.013499999999999998,1.0029999999999997,0.08524999999999999
35512,28,26,18,34538.4,-3490,1,0.016890243902439022,0.953532520325203,0.08907226738934057
34055,28,26,20,35162.39,49163,1,0.02012999031067001,0.889624228045932,0.10637933229225888
32377,28,26,22,35193.6,-41537,1,0.014139627659574468,0.8679051418439715,0.08213962765957447
30477,28,26,24,34569.6,-65510,2,0.010127707581227437,0.8367707581227437,0.061746841155234655
28503,28,26,26,34320,-64348,2,0.010375,0.824,0.052375
26440,28,26,28,34320,-63660,2,0.010124999999999999,0.824,0.035250000000000004
24387,28,26,30,34320,-62972,2,0.009000000000000001,0.824,0.028499999999999998
22342,28,26,32,34320,-62284,2,0.0085,0.824,0.030124999999999996
38740,28,28,12,12776.400000000001,-4869,1,0.014666666666666663,1.003,0.10400000000000001
37849,28,28,14,34070.4,-13954,1,0.013624999999999998,1.0029999999999997,0.11675
36809,28,28,16,34226.4,-12249,1,0.014755697356426616,0.9863605287146762,0.10375250683682771
35550,28,28,18,34694.4,19580,1,0.01689523381294964,0.9373399280575537,0.12062410071942446
34102,28,28,20,35318.39,59191,1,0.020749999362938122,0.8739999999999999,0.11750000523806436
32429,28,28,22,34944.0,-8703,1,0.017642410714285715,0.8555848214285713,0.09292946428571429
30539,28,28,24,34320,-65036,2,0.010875,0.824,0.044
28569,28,28,26,34320,-64348,2,0.009625000000000002,0.824,0.033499999999999995
26510,28,28,28,34320,-63660,2,0.008624999999999999,0.824,0.027124999999999996
24461,28,28,30,34320,-62972,2,0.008999999999999998,0.824,0.023624999999999997
22420,28,28,32,25740,-46756,2,0.008166666666666666,0.824,0.020499999999999997
39464,28,30,10,34070.39,88114,1,0.01974999904609252,1.0384999895803952,0.11374999288238262
38747,28,30,12,34070.4,45510,1,0.0165,1.0385,0.11912500000000001
37877,28,30,14,34070.4,17999,1,0.013999999999999999,1.0385,0.126
36841,28,30,16,34538.4,42718,1,0.017899277326106595,0.9646508581752483,0.10740289069557363
35599,28,30,18,35162.4,19945,1,0.018259982253771075,0.8770687666370895,0.10174445430346052
34155,28,30,20,35193.560000000005,79949,1,0.021379873760994907,0.8751968240780414,0.11536079356564097
32486,28,30,22,34444.79,36786,1,0.01925996268230986,0.898660307988523,0.09891755676257569
30601,28,30,24,34320,-50552,2,0.012125,0.8924999999999998,0.058249999999999996
28635,28,30,26,34320,-64348,2,0.008375,0.8924999999999998,0.036125
26580,28,30,28,30029.97,-55724,2,0.007428571856715142,0.882714298748883,0.021142858284573705
24532,28,30,30,8580,-15743,2,0.011,0.824,0.017
22492,29,30,32,4290,-7807,2,0.009,0.824,0.02
40013,28,32,8,8517.6,62267,1,0.0275,1.074,0.135
39483,28,32,10,34070.39,168461,1,0.02274999963311251,1.074,0.1273749986425163
38771,28,32,12,34070.4,101353,1,0.018125000000000002,1.074,0.134
37910,28,32,14,34226.4,45383,1,0.01364494074749316,1.0449776663628076,0.15698176845943482
36878,28,32,16,35162.4,52524,1,0.018506654835847385,0.876251552795031,0.12093655723158829
35650,28,32,18,35318.39,50527,1,0.018374998407345296,0.849,0.12749999334624257
34210,28,32,20,34943.979999999996,109845,1,0.02074017699185955,0.8902499915579165,0.1396566907948093
32544,28,32,22,34320,88205,1,0.02025,0.9609999999999999,0.10437500000000001
30664,28,32,24,34320,29243,1,0.017875000000000002,0.9609999999999999,0.06649999999999999
28701,28,32,26,34319.99,-64348,2,0.009250000655594597,0.961,0.03425000182109611
26650,28,32,28,17159.989999999998,-31916,2,0.008750001019814116,0.961,0.022999998251747235
40016,28,34,8,34070.4,253509,1,0.027750000000000004,1.074,0.135125
39504,28,34,10,34070.350000000006,172238,1,0.022874999229535356,1.0739999999999998,0.12975000462278782
38802,28,34,12,34070.4,112698,1,0.018125,1.074,0.145625
37948,28,34,14,34694.4,15065,1,0.013395233812949638,0.959476618705036,0.15645368705035972
36917,28,34,16,35318.4,45348,1,0.018500000000000003,0.849,0.12099999999999998
35698,28,34,18,35318.39,88581,1,0.02149999957529208,0.849,0.11475000361001732
34261,28,34,20,34569.58,83869,1,0.019875900719650046,0.9323934852549552,0.11646116903936928
32599,28,34,22,34319.979999999996,91600,1,0.0206249983245911,0.961,0.10012496365091123
30724,28,34,24,34320,75553,1,0.020624999999999998,0.9609999999999999,0.06312500000000001
28766,28,34,26,34320,-45797,2,0.011250000000000001,0.9609999999999999,0.03225000000000001
26719,28,34,28,17160,-31916,2,0.0105,0.9609999999999999,0.026499999999999996
40236,28,36,6,17035.2,145324,1,0.0295,1.074,0.152
40029,28,36,8,34070.39,213453,1,0.025625000476953742,1.074,0.1267500066773524
39525,28,36,10,34070.4,144347,1,0.020624999999999994,1.074,0.135375
38836,28,36,12,34070.4,99530,1,0.017625000000000002,1.074,0.14225
37986,28,36,14,35162.4,-49113,2,0.012376663708961845,0.876251552795031,0.12518456078083406
36957,28,36,16,35318.39,63756,1,0.021374999539899752,0.849,0.08837499444340469
35742,28,36,18,35193.579999999994,100008,1,0.023888741355667712,0.8626524900280109,0.07918439101677069
34307,28,36,20,34320,26513,1,0.017750000000000002,0.9609999999999999,0.07912499999999999
32650,28,36,22,34320,28941,1,0.018125000000000002,0.9609999999999999,0.0525
30779,28,36,24,34320,57842,2,0.020000000000000004,0.9609999999999999,0.03625
28826,28,36,26,34319.99,-30574,1,0.013500001893939947,0.961,0.022625001347611116
26783,28,36,28,25740,-47788,2,0.0095,0.9609999999999999,0.017333333333333336
40564,28,38,4,17035.2,41754,1,0.019,1.074,0.10275
40420,28,38,6,34070.4,129715,1,0.020749999999999998,1.074,0.11874999999999998
40047,28,38,8,34070.4,82127,1,0.01875,1.074,0.10437500000000001
39548,28,38,10,34070.4,88189,1,0.018625000000000003,1.074,0.11687499999999999
38870,28,38,12,34226.4,22299,1,0.015990884229717412,1.0449776663628076,0.09602278942570647
38023,28,38,14,35318.4,-69147,2,0.0125,0.849,0.0715
36996,28,38,16,35318.39,37077,1,0.02224999978764604,0.849,0.043875002795993816
35785,28,38,18,35318.36,78064,1,0.025000001698833128,0.849,0.04149999263838978
34353,28,38,20,34320,-24042,1,0.015875,0.9609999999999999,0.04525
32698,28,38,22,34319.99,-58402,2,0.012375001566142648,0.961,0.027250005317600617
30831,28,38,24,34320,-10154,2,0.013625,0.9609999999999999,0.020874999999999998
28882,28,38,26,34319.99,-43378,2,0.011250001238345351,0.961,0.012375001274767273
26841,28,38,28,34319.969999999994,-63660,2,0.007625000546329151,0.961,0.010249998470278384
24757,28,38,30,8580,-15786,2,0.0085,0.9609999999999999,0.012
40899,28,41,1,4258.8,2126,1,0.018,1.074,0.052
40840,28,40,2,21325.2,11071,1,0.016201170446232625,1.0957264081931237,0.08617629846378932
40683,28,40,4,34070.39,113232,1,0.02074999904609252,1.074,0.10875000139417249
40435,28,40,6,34070.4,108628,1,0.020374999999999997,1.074,0.10637500000000001
40069,28,40,8,34070.4,41639,1,0.016624999999999997,1.074,0.092625
39574,28,40,10,34070.4,41471,1,0.016874999999999998,1.074,0.09912499999999999
38901,28,40,12,34070.4,-11980,1,0.015375,1.074,0.06224999999999999
38058,28,40,14,35318.4,-70456,2,0.011624999999999998,0.849,0.033625
37033,28,40,16,35318.4,25453,1,0.022375000000000003,0.849,0.028874999999999994
35826,28,40,18,35318.380000000005,65982,1,0.025125000920200757,0.8489999999999999,0.02424999929215326
34397,28,40,20,34320,-17178,1,0.017875000000000002,0.9609999999999999,0.013625
32744,28,40,22,34319.99,-65716,2,0.009750000801282285,0.961,0.008624999890734234
30881,28,40,24,34319.979999999996,-61944,2,0.007375000218531598,0.961,0.006624998907342021
28935,28,40,26,34320,-63147,2,0.007,0.9609999999999999,0.005500000000000001
26898,28,40,28,34319.99,-63660,2,0.00574999963578078,0.961,0.007749999635780781
24806,29,40,30,4290,-7893,2,0.006,0.961,0.009
40903,28,42,0,8517.6,1631,1,0.017,1.074,0.0595
40850,28,42,2,34195.2,109609,1,0.02289917883211679,1.128197080291971,0.07979972627737228
40695,28,42,4,34070.4,144041,1,0.022375,1.074,0.1115
40453,28,42,6,34070.4,143298,1,0.0225,1.074,0.104625
40093,28,42,8,34070.4,35361,1,0.016625,1.074,0.087125
39600,28,42,10,34070.4,1292,1,0.014374999999999999,1.074,0.08725000000000001
38931,28,42,12,34382.4,-17085,1,0.015252268602540836,1.0162186932849366,0.06481715063520872
38092,28,42,14,35318.4,-70456,2,0.012125,0.849,0.030250000000000003
37069,28,42,16,35318.4,62147,1,0.0245,0.849,0.030249999999999996
35866,28,42,18,35318.39,121404,1,0.02825000148647773,0.849,0.02674999992921535
34439,28,42,20,34444.78999999999,-17772,1,0.01837726315068259,0.946644923368672,0.012897191708818668
32788,28,42,22,34320,-65345,2,0.01,0.9609999999999999,0.007125
30929,28,42,24,34163.979999999996,-64739,2,0.0056232868652891154,0.9610000000000001,0.0066324189980207235
28987,28,42,26,34008,-63762,2,0.005504587155963304,0.9609999999999999,0.008355504587155962
26954,28,42,28,25583.989999999998,-47498,2,0.006173780164860915,0.961,0.009149389129686184
24850,29,42,30,4289.99,-7893,2,0.007,0.961,0.008
40911,28,44,0,8548.8,25380,1,0.02302189781021898,1.128197080291971,0.06099270072992701
40862,28,44,2,34195.2,110503,1,0.022151916058394165,1.128197080291971,0.08476687956204382
40709,28,44,4,34070.4,249029,1,0.028249999999999997,1.074,0.12125
40473,28,44,6,34070.39,222990,1,0.02737500128410623,1.074,0.10912500854847863
40117,28,44,8,34070.4,77140,1,0.01875,1.074,0.102125
39626,28,44,10,34070.4,10950,1,0.015125,1.074,0.08237499999999999
38961,28,44,12,34538.4,3191,1,0.017360885275519426,0.987719512195122,0.057499096657633246
38126,28,44,14,35318.4,-68338,2,0.012875,0.849,0.030875
37105,28,44,16,35318.38,83008,1,0.025125000637062068,0.8490000000000001,0.04062500120333945
35906,28,44,18,35318.4,223731,1,0.033625,0.849,0.033999999999999996
34481,28,44,20,34819.19,28144,1,0.022159049937692403,0.8903978613517429,0.01442338750556805
32832,28,44,22,34319.99,-48112,2,0.013125001784674182,0.961,0.00737500069201652
30977,28,44,24,34163.979999999996,-64741,2,0.006878995362952445,0.9610000000000001,0.0055068493190781635
29039,28,44,26,33851.969999999994,-63470,2,0.006760368451230461,0.961,0.0074838702149387475
27009,28,44,28,17004,-31626,2,0.006018348623853212,0.9609999999999999,0.010522935779816514
40874,28,46,2,34195.2,169249,1,0.026564781021897816,1.1501843065693431,0.0578859489051095
40723,28,46,4,34163.99,273435,1,0.033144751535169055,1.1189233008205424,0.0819260244485495
